transformer_id,timestamp,voltage_kv,current_a,oil_temperature_c,winding_temperature_c,oil_level_pct,vibration_mm_s,load_percentage,ambient_temperature_c,humidity_pct,dissolved_gas_ppm
TR-002,2026-09-19T22:00:00,130.45,450.45,83.81,98.93,84.83,1.79,86.14,27.59,60.07,74.33
TR-002,2026-09-19T23:00:00,133.91,421.32,82.6,98.07,84.52,1.8,80.97,26.42,64.94,75.22
TR-003,2026-09-15T00:00:00,33.27,144.53,54.19,66.31,87.62,1.53,52.34,23.01,66.08,45.77
TR-003,2026-09-15T01:00:00,32.89,139.18,53.91,66.72,88.16,1.63,51.0,22.98,71.03,45.47
TR-003,2026-09-15T02:00:00,32.53,143.52,54.32,66.77,87.45,1.47,51.92,23.85,68.62,47.36
TR-003,2026-09-15T03:00:00,32.99,150.61,56.54,69.3,87.49,1.44,53.13,24.41,67.45,44.92
TR-003,2026-09-15T04:00:00,33.05,143.32,56.4,69.54,87.93,1.46,52.37,25.21,62.37,47.1
TR-003,2026-09-15T05:00:00,32.82,165.18,58.03,71.31,88.34,1.51,57.84,24.62,67.55,47.26
TR-003,2026-09-15T06:00:00,33.66,152.71,57.77,70.6,88.31,1.71,54.72,26.21,61.61,47.74
TR-003,2026-09-15T07:00:00,32.8,164.84,58.27,70.92,87.5,1.55,58.12,27.73,58.26,46.15
TR-003,2026-09-15T08:00:00,33.05,157.14,58.39,71.13,88.12,1.81,56.75,28.61,60.66,45.38
TR-003,2026-09-15T09:00:00,33.38,181.4,62.44,75.54,88.1,1.61,63.29,30.14,58.56,48.56
TR-003,2026-09-15T10:00:00,33.23,175.62,60.83,74.34,87.65,1.74,62.76,29.57,60.43,45.87
TR-003,2026-09-15T11:00:00,32.71,177.6,61.9,75.19,87.17,1.78,61.87,29.61,59.48,48.67
TR-003,2026-09-15T12:00:00,33.22,173.58,61.19,74.36,87.57,1.59,62.5,29.36,57.07,49.31
TR-003,2026-09-15T13:00:00,33.1,176.0,61.62,75.55,87.16,1.55,62.62,31.29,57.27,48.09
TR-003,2026-09-15T14:00:00,33.47,172.98,62.31,75.41,87.77,1.55,61.99,30.5,57.65,47.14
TR-003,2026-09-15T15:00:00,32.7,190.21,63.06,77.77,87.22,1.7,67.38,30.58,55.46,49.55
TR-003,2026-09-15T16:00:00,33.21,172.02,60.37,73.25,87.25,1.73,60.71,29.17,55.8,49.78
TR-003,2026-09-15T17:00:00,33.64,179.24,60.7,74.3,87.72,1.56,64.29,28.9,58.03,50.77
TR-003,2026-09-15T18:00:00,33.36,164.26,59.99,72.62,87.49,1.47,57.76,28.23,61.06,49.26
TR-003,2026-09-15T19:00:00,33.17,168.32,60.71,74.81,87.02,1.54,61.36,28.4,61.41,50.11
TR-003,2026-09-15T20:00:00,33.61,159.34,57.97,70.49,87.45,1.68,57.57,26.92,62.77,51.12
TR-003,2026-09-15T21:00:00,33.46,166.62,58.86,72.18,87.62,1.58,58.94,26.74,59.72,51.84
TR-003,2026-09-15T22:00:00,32.99,164.04,59.35,72.79,87.82,1.84,59.97,26.67,65.1,49.03
TR-003,2026-09-15T23:00:00,33.09,161.45,58.99,72.95,87.58,1.48,58.14,26.55,60.08,49.8
TR-003,2026-09-16T00:00:00,32.42,132.11,52.99,65.15,87.2,1.61,46.15,22.69,65.96,51.15
TR-003,2026-09-16T01:00:00,32.71,143.28,54.4,67.56,87.29,1.55,51.85,23.37,68.25,52.59
TR-003,2026-09-16T02:00:00,32.43,151.65,56.78,68.88,86.81,1.58,53.45,24.69,65.19,51.94
TR-003,2026-09-16T03:00:00,33.32,146.77,55.37,68.33,86.85,1.75,51.56,23.52,67.36,52.88
TR-003,2026-09-16T04:00:00,32.56,152.87,57.09,70.74,87.43,1.46,55.93,26.18,65.07,51.09
TR-003,2026-09-16T05:00:00,33.28,145.69,55.42,67.85,87.13,1.61,51.76,24.73,64.61,51.27
TR-003,2026-09-16T06:00:00,33.1,151.08,56.46,68.51,87.46,1.51,53.16,25.85,63.56,52.03
TR-003,2026-09-16T07:00:00,33.57,156.51,58.44,71.74,86.99,1.55,54.62,27.49,60.76,53.63
TR-003,2026-09-16T08:00:00,32.44,157.4,59.34,71.93,87.34,1.8,56.67,28.01,63.21,51.28
TR-003,2026-09-16T09:00:00,32.71,169.49,59.62,72.17,86.71,1.68,59.3,28.15,59.1,53.74
TR-003,2026-09-16T10:00:00,33.12,169.0,60.08,74.15,87.24,1.58,60.38,30.15,54.31,53.14
TR-003,2026-09-16T11:00:00,32.8,170.3,61.72,74.29,87.11,1.78,59.61,31.13,57.17,52.17
TR-003,2026-09-16T12:00:00,32.65,176.52,62.31,76.32,86.51,1.84,63.07,29.35,60.86,54.08
TR-003,2026-09-16T13:00:00,32.83,188.2,61.66,74.97,87.21,1.57,65.52,30.09,57.77,53.99
TR-003,2026-09-16T14:00:00,32.65,190.0,64.73,79.24,87.1,1.68,68.71,31.45,53.96,52.8
TR-003,2026-09-16T15:00:00,33.37,173.16,60.49,73.97,86.74,1.69,61.54,30.3,59.84,53.58
TR-003,2026-09-16T16:00:00,32.69,167.84,61.18,75.22,87.0,1.52,61.3,29.64,60.06,54.31
TR-003,2026-09-16T17:00:00,32.67,162.3,60.34,73.22,87.26,1.49,58.48,30.04,56.87,55.06
TR-003,2026-09-16T18:00:00,32.67,175.04,60.81,73.67,87.07,1.86,62.65,30.25,54.91,56.79
TR-003,2026-09-16T19:00:00,33.17,165.41,59.08,72.85,86.23,1.5,58.56,28.91,61.55,55.52
TR-003,2026-09-16T20:00:00,33.53,158.78,57.02,69.96,86.35,1.65,55.53,27.49,63.2,55.58
TR-003,2026-09-16T21:00:00,33.24,146.95,56.24,68.72,87.03,1.44,53.65,26.48,63.5,55.23
TR-003,2026-09-16T22:00:00,32.88,153.64,56.34,68.68,86.32,1.75,54.69,25.35,64.63,57.02
TR-003,2026-09-16T23:00:00,33.39,166.37,58.14,71.4,86.57,1.79,57.67,26.85,62.24,56.3
TR-003,2026-09-17T00:00:00,32.76,129.55,54.14,65.69,87.05,1.56,47.27,23.85,68.33,59.0
TR-003,2026-09-17T01:00:00,32.47,154.76,56.33,69.92,86.09,1.79,54.71,22.63,66.87,58.64
TR-003,2026-09-17T02:00:00,32.81,155.66,55.9,68.94,86.81,1.68,54.38,25.04,67.42,55.61
TR-003,2026-09-17T03:00:00,33.59,153.77,55.96,69.66,86.85,1.61,54.69,24.86,64.06,57.71
TR-003,2026-09-17T04:00:00,32.65,139.68,54.48,67.73,86.14,1.45,50.89,25.41,65.69,59.68
TR-003,2026-09-17T05:00:00,32.77,157.62,59.14,72.8,86.76,1.77,58.0,26.26,65.87,57.74
TR-003,2026-09-17T06:00:00,32.86,163.65,58.16,71.0,86.83,1.77,59.87,26.07,66.16,59.1
TR-003,2026-09-17T07:00:00,33.62,155.4,58.71,71.2,86.44,1.5,54.81,28.62,58.41,59.5
TR-003,2026-09-17T08:00:00,33.3,159.94,58.46,72.25,86.79,1.46,55.52,29.35,59.09,60.68
TR-003,2026-09-17T09:00:00,32.63,177.95,60.94,75.03,86.03,1.86,63.32,29.98,55.54,60.79
TR-003,2026-09-17T10:00:00,33.28,162.06,59.67,72.46,86.01,1.49,57.38,30.49,55.3,57.93
TR-003,2026-09-17T11:00:00,32.85,164.05,61.05,74.24,86.11,1.66,57.76,31.41,52.99,59.67
TR-003,2026-09-17T12:00:00,33.2,185.97,61.52,75.99,85.99,1.65,65.75,29.65,60.73,58.3
TR-003,2026-09-17T13:00:00,32.84,173.9,62.33,75.19,86.26,1.72,61.28,31.47,55.19,58.37
TR-003,2026-09-17T14:00:00,32.56,195.81,63.08,76.78,85.83,1.81,68.54,30.97,57.38,61.42
TR-003,2026-09-17T15:00:00,32.71,171.09,61.35,75.48,85.76,1.63,62.04,29.98,57.1,59.93
TR-003,2026-09-17T16:00:00,33.13,176.56,60.98,74.42,85.66,1.82,64.13,29.24,57.49,60.59
TR-003,2026-09-17T17:00:00,33.21,168.56,60.5,74.67,85.92,1.66,61.66,30.13,55.88,61.11
TR-003,2026-09-17T18:00:00,32.69,159.36,60.34,72.94,85.86,1.67,58.48,30.09,60.19,61.86
TR-003,2026-09-17T19:00:00,33.45,171.21,59.94,73.93,85.96,1.8,60.01,28.42,59.73,60.07
TR-003,2026-09-17T20:00:00,33.28,172.84,61.38,75.22,86.08,1.55,61.72,29.2,60.24,60.69
TR-003,2026-09-17T21:00:00,33.62,174.7,59.28,73.58,85.87,1.85,61.29,26.21,63.95,63.59
TR-003,2026-09-17T22:00:00,33.54,156.46,56.46,69.19,85.73,1.54,54.4,25.37,64.19,63.99
TR-003,2026-09-17T23:00:00,33.16,161.34,57.77,70.39,85.96,1.73,57.54,25.76,66.5,64.45
TR-003,2026-09-18T00:00:00,32.47,138.78,53.91,66.3,85.72,1.57,50.33,22.77,69.0,61.15
TR-003,2026-09-18T01:00:00,32.53,138.62,53.33,66.37,85.64,1.48,49.12,23.91,68.11,64.93
TR-003,2026-09-18T02:00:00,32.37,157.68,55.74,68.69,85.98,1.48,55.18,23.41,69.6,62.04
TR-003,2026-09-18T03:00:00,32.92,162.52,56.83,70.18,85.44,1.54,56.88,23.97,68.49,64.71
TR-003,2026-09-18T04:00:00,33.48,160.68,56.65,69.41,85.73,1.5,56.24,25.38,66.54,65.52
TR-003,2026-09-18T05:00:00,32.59,147.47,55.82,68.38,86.11,1.66,51.48,27.01,60.63,65.54
TR-003,2026-09-18T06:00:00,33.18,154.07,57.08,70.3,85.34,1.76,56.37,25.26,65.13,63.9
TR-003,2026-09-18T07:00:00,33.52,155.71,57.38,70.12,85.29,1.64,54.72,27.9,63.44,66.18
TR-003,2026-09-18T08:00:00,33.23,164.79,58.52,72.34,85.87,1.49,59.68,27.73,63.37,65.59
TR-003,2026-09-18T09:00:00,32.35,166.62,60.08,74.26,85.71,1.64,60.39,29.58,57.39,64.64
TR-003,2026-09-18T10:00:00,32.96,166.08,59.96,72.6,85.55,1.71,58.68,30.31,59.09,65.0
TR-003,2026-09-18T11:00:00,33.14,174.19,60.18,74.63,85.65,1.82,62.93,28.82,57.84,66.59
TR-003,2026-09-18T12:00:00,32.73,181.22,63.97,78.4,85.78,1.75,65.97,31.46,56.27,66.72
TR-003,2026-09-18T13:00:00,33.21,188.91,62.57,76.3,84.99,1.79,65.69,30.61,57.02,65.01
TR-003,2026-09-18T14:00:00,32.63,187.41,64.84,79.13,85.43,1.85,66.81,32.85,55.27,68.01
TR-003,2026-09-18T15:00:00,32.47,168.12,61.84,75.78,85.07,1.74,61.37,30.61,55.6,65.11
TR-003,2026-09-18T16:00:00,33.32,170.77,61.36,74.53,85.15,1.8,61.68,31.53,55.03,68.47
TR-003,2026-09-18T17:00:00,33.59,170.49,61.82,76.03,85.21,1.62,62.42,31.17,53.07,68.67
TR-003,2026-09-18T18:00:00,32.6,160.85,60.35,73.48,85.12,1.72,57.77,29.54,59.86,67.45
TR-003,2026-09-18T19:00:00,32.57,171.11,59.14,73.01,84.94,1.76,60.63,27.18,61.67,68.8
TR-003,2026-09-18T20:00:00,33.15,155.89,58.83,71.61,84.78,1.52,55.2,27.71,60.17,66.06
TR-003,2026-09-18T21:00:00,33.44,153.68,58.49,71.13,85.4,1.57,55.99,27.86,58.48,67.78
TR-003,2026-09-18T22:00:00,32.56,162.95,57.47,70.97,85.28,1.58,57.04,26.06,65.74,70.48
TR-003,2026-09-18T23:00:00,33.53,149.76,57.32,70.85,85.05,1.52,53.99,25.07,66.26,67.27
TR-003,2026-09-19T00:00:00,33.12,141.48,54.81,66.72,85.5,1.5,51.71,22.27,69.3,67.19
TR-003,2026-09-19T01:00:00,33.21,155.17,55.84,68.65,84.97,1.64,54.87,21.89,69.51,67.86
TR-003,2026-09-19T02:00:00,33.17,147.98,56.36,68.81,85.17,1.48,53.56,24.48,67.76,67.92
TR-003,2026-09-19T03:00:00,32.5,149.66,55.48,67.93,84.79,1.63,54.83,23.49,65.48,70.56
TR-003,2026-09-19T04:00:00,32.39,147.05,56.54,69.0,84.5,1.66,52.53,24.46,68.25,71.34
TR-003,2026-09-19T05:00:00,32.54,154.38,58.17,70.63,84.73,1.54,56.6,26.04,66.37,69.43
TR-003,2026-09-19T06:00:00,32.47,153.69,56.81,70.34,84.75,1.71,56.05,25.29,62.13,71.53
TR-003,2026-09-19T07:00:00,33.46,152.22,56.57,69.31,85.03,1.74,53.78,26.34,60.55,72.01
TR-003,2026-09-19T08:00:00,32.87,161.31,57.79,71.39,85.18,1.68,55.96,27.32,63.3,69.45
TR-003,2026-09-19T09:00:00,32.42,175.64,59.79,73.44,85.15,1.74,61.15,27.64,59.13,70.77
TR-003,2026-09-19T10:00:00,32.38,168.56,61.43,74.2,85.24,1.53,59.54,30.35,56.44,69.68
TR-003,2026-09-19T11:00:00,32.75,169.6,61.19,74.7,84.86,1.83,59.84,30.53,57.72,71.1
TR-003,2026-09-19T12:00:00,33.26,172.41,61.51,74.93,84.94,1.65,63.02,31.15,57.81,72.23
TR-003,2026-09-19T13:00:00,32.41,191.33,64.05,78.72,85.1,1.59,67.82,30.3,57.0,71.21
TR-003,2026-09-19T14:00:00,32.41,189.76,64.34,78.1,84.66,1.85,68.76,32.43,53.54,73.93
TR-003,2026-09-19T15:00:00,32.5,177.75,61.64,75.21,84.73,1.52,63.49,31.79,52.36,73.17
TR-003,2026-09-19T16:00:00,32.74,178.7,62.09,76.55,84.5,1.54,63.79,29.79,56.15,72.82
TR-003,2026-09-19T17:00:00,33.16,173.98,61.9,74.88,84.87,1.59,62.23,30.47,55.84,74.57
TR-003,2026-09-19T18:00:00,32.73,180.48,61.1,74.36,84.22,1.78,64.38,29.94,58.92,71.93
TR-003,2026-09-19T19:00:00,32.59,173.62,59.92,73.81,84.77,1.53,60.47,28.35,59.46,75.46
TR-003,2026-09-19T20:00:00,33.12,174.08,60.38,74.62,84.15,1.68,61.2,27.85,60.91,72.19
TR-003,2026-09-19T21:00:00,33.45,170.35,60.6,73.56,84.57,1.75,60.9,27.36,59.23,73.8
TR-003,2026-09-19T22:00:00,33.51,160.03,58.99,72.8,84.72,1.56,57.14,26.32,65.8,76.38
TR-003,2026-09-19T23:00:00,32.52,152.76,57.84,70.46,84.63,1.75,54.87,26.6,63.87,76.49
TR-004,2026-09-15T00:00:00,32.61,185.75,59.84,73.47,88.48,1.71,59.52,22.04,72.19,45.02
TR-004,2026-09-15T01:00:00,32.77,186.12,61.06,74.69,88.14,1.65,61.28,22.89,69.65,46.62
TR-004,2026-09-15T02:00:00,33.46,186.88,59.93,72.7,88.11,1.55,59.29,24.07,67.9,44.14
TR-004,2026-09-15T03:00:00,32.67,191.13,61.38,75.24,87.44,1.78,60.56,25.24,62.25,47.22
TR-004,2026-09-15T04:00:00,33.48,205.35,63.09,77.44,88.18,1.64,65.46,25.52,65.21,47.71
TR-004,2026-09-15T05:00:00,33.6,202.88,63.15,76.12,87.6,1.74,63.91,25.44,66.03,47.73
TR-004,2026-09-15T06:00:00,33.54,215.08,65.91,80.17,87.92,1.84,68.72,27.11,64.62,45.68
TR-004,2026-09-15T07:00:00,33.24,197.66,63.74,77.37,87.72,1.73,64.77,26.35,60.76,47.09
TR-004,2026-09-15T08:00:00,32.78,208.77,63.93,77.65,87.31,1.88,66.67,26.96,62.75,47.65
TR-004,2026-09-15T09:00:00,33.1,215.02,66.38,80.22,87.41,1.6,69.82,29.52,58.25,46.91
TR-004,2026-09-15T10:00:00,32.46,218.74,66.56,80.77,87.42,1.86,71.46,28.47,59.98,49.49
TR-004,2026-09-15T11:00:00,33.64,227.68,68.86,84.26,87.78,1.84,75.03,30.51,59.49,48.48
TR-004,2026-09-15T12:00:00,33.55,228.52,68.01,82.17,88.05,1.89,72.28,30.32,56.27,49.21
TR-004,2026-09-15T13:00:00,32.4,235.06,68.78,84.21,87.28,1.96,74.54,30.41,57.11,46.28
TR-004,2026-09-15T14:00:00,33.22,228.32,69.05,82.97,87.62,1.85,72.77,33.09,55.72,49.6
TR-004,2026-09-15T15:00:00,33.58,238.53,69.19,83.77,87.14,1.65,76.15,30.29,58.83,48.98
TR-004,2026-09-15T16:00:00,32.64,227.95,68.9,83.48,87.04,1.85,74.31,30.33,57.21,49.57
TR-004,2026-09-15T17:00:00,33.34,228.33,67.57,82.86,87.1,1.89,73.38,30.6,55.41,47.6
TR-004,2026-09-15T18:00:00,32.92,226.15,68.03,82.68,87.1,1.75,73.29,29.82,59.55,49.68
TR-004,2026-09-15T19:00:00,32.53,229.87,68.81,83.8,87.3,1.94,73.58,29.91,57.96,49.97
TR-004,2026-09-15T20:00:00,32.35,204.36,65.6,79.19,87.65,1.86,65.61,28.11,59.4,49.65
TR-004,2026-09-15T21:00:00,33.02,209.02,65.75,79.43,87.05,1.85,68.52,26.5,64.86,51.66
TR-004,2026-09-15T22:00:00,33.65,215.19,65.15,78.72,86.94,1.83,69.54,26.82,62.19,49.82
TR-004,2026-09-15T23:00:00,33.21,187.7,63.49,76.76,87.26,1.72,61.84,26.36,61.79,51.09
TR-004,2026-09-16T00:00:00,32.82,181.0,59.13,72.03,87.0,1.74,58.98,22.45,68.44,52.36
TR-004,2026-09-16T01:00:00,33.31,179.86,59.39,72.19,87.3,1.52,56.8,23.22,68.31,52.62
TR-004,2026-09-16T02:00:00,32.52,198.38,62.94,76.01,86.8,1.53,63.87,23.29,67.61,49.62
TR-004,2026-09-16T03:00:00,32.87,195.98,62.98,76.71,87.69,1.68,62.93,25.89,65.32,51.21
TR-004,2026-09-16T04:00:00,33.36,192.46,61.78,75.32,87.06,1.68,61.33,24.71,66.41,53.39
TR-004,2026-09-16T05:00:00,33.15,205.16,64.35,77.89,87.58,1.79,67.26,26.04,66.25,53.19
TR-004,2026-09-16T06:00:00,32.81,201.63,63.36,77.09,86.64,1.62,65.95,26.63,65.0,51.95
TR-004,2026-09-16T07:00:00,32.94,203.51,65.15,79.52,87.09,1.84,67.11,28.78,61.34,51.8
TR-004,2026-09-16T08:00:00,32.57,215.37,65.99,80.73,87.06,1.7,68.98,27.6,63.54,53.07
TR-004,2026-09-16T09:00:00,33.49,212.9,66.2,80.39,86.65,1.63,68.72,28.61,57.05,53.82
TR-004,2026-09-16T10:00:00,32.59,212.09,65.83,79.6,87.29,1.82,68.86,29.99,57.4,53.42
TR-004,2026-09-16T11:00:00,32.55,220.71,65.56,79.99,86.61,1.8,70.12,28.57,56.88,54.04
TR-004,2026-09-16T12:00:00,32.68,214.3,68.07,82.49,86.44,1.83,70.16,32.04,55.41,53.13
TR-004,2026-09-16T13:00:00,32.93,227.1,67.9,82.88,86.99,1.87,71.67,32.44,55.76,52.98
TR-004,2026-09-16T14:00:00,32.69,242.58,70.15,85.27,86.59,1.78,77.53,31.53,52.86,53.31
TR-004,2026-09-16T15:00:00,33.01,240.56,69.06,84.03,86.94,1.66,77.86,30.28,58.78,54.76
TR-004,2026-09-16T16:00:00,32.98,215.32,68.27,83.26,87.07,1.81,70.65,30.98,56.16,54.48
TR-004,2026-09-16T17:00:00,33.04,210.54,67.52,81.52,86.86,1.83,68.79,30.91,57.7,56.04
TR-004,2026-09-16T18:00:00,32.52,210.42,66.41,80.18,87.12,1.7,67.95,28.53,57.84,56.34
TR-004,2026-09-16T19:00:00,33.1,220.03,66.96,81.76,86.53,1.73,72.21,27.19,59.64,56.36
TR-004,2026-09-16T20:00:00,33.47,205.85,64.42,78.71,86.93,1.69,66.65,27.6,62.8,55.93
TR-004,2026-09-16T21:00:00,33.07,203.13,64.1,78.4,86.89,1.85,66.32,26.75,63.33,57.24
TR-004,2026-09-16T22:00:00,33.26,200.16,63.61,77.26,86.67,1.78,65.66,25.81,65.03,55.14
TR-004,2026-09-16T23:00:00,32.35,208.35,65.31,79.37,86.15,1.64,68.53,24.94,62.57,54.9
TR-004,2026-09-17T00:00:00,33.64,179.48,60.15,73.48,87.01,1.75,57.53,22.73,69.25,56.76
TR-004,2026-09-17T01:00:00,33.21,180.79,58.71,72.03,86.55,1.55,57.34,22.69,66.48,55.39
TR-004,2026-09-17T02:00:00,32.34,179.2,61.87,74.94,86.4,1.69,58.91,25.49,64.37,58.45
TR-004,2026-09-17T03:00:00,32.46,180.19,62.18,75.23,86.93,1.58,58.82,25.66,64.65,56.53
TR-004,2026-09-17T04:00:00,33.1,205.25,63.18,76.52,86.23,1.88,66.98,25.05,66.74,59.83
TR-004,2026-09-17T05:00:00,33.41,210.99,65.8,80.0,86.68,1.83,67.82,26.58,65.4,58.09
TR-004,2026-09-17T06:00:00,33.11,199.16,62.86,76.99,86.87,1.78,65.77,25.52,62.6,57.76
TR-004,2026-09-17T07:00:00,33.02,215.2,66.18,79.92,86.52,1.88,71.0,28.33,57.46,60.48
TR-004,2026-09-17T08:00:00,32.81,216.11,66.27,80.72,86.73,1.74,68.44,27.31,59.73,59.94
TR-004,2026-09-17T09:00:00,32.61,222.96,67.41,81.42,85.9,1.93,72.88,27.92,61.67,59.9
TR-004,2026-09-17T10:00:00,33.35,223.86,66.88,81.56,86.25,1.94,72.08,27.96,62.94,60.98
TR-004,2026-09-17T11:00:00,33.64,228.48,67.01,81.65,85.78,1.88,72.36,29.34,58.36,59.91
TR-004,2026-09-17T12:00:00,32.86,230.43,69.13,84.08,86.16,1.85,73.73,29.69,55.04,58.84
TR-004,2026-09-17T13:00:00,32.77,235.58,69.31,83.7,86.14,1.85,75.63,30.61,55.78,60.25
TR-004,2026-09-17T14:00:00,33.26,227.91,69.16,83.3,85.77,1.82,73.93,33.06,51.28,58.9
TR-004,2026-09-17T15:00:00,32.65,226.06,67.78,83.1,85.76,1.89,73.14,30.98,54.09,60.75
TR-004,2026-09-17T16:00:00,33.46,240.95,70.79,85.46,86.14,1.85,77.67,31.33,54.9,61.76
TR-004,2026-09-17T17:00:00,33.41,213.42,66.68,80.62,85.91,1.77,68.92,30.39,59.51,60.28
TR-004,2026-09-17T18:00:00,32.5,212.4,65.75,79.93,86.17,1.62,67.33,30.72,58.1,60.92
TR-004,2026-09-17T19:00:00,32.98,223.33,67.15,81.22,86.12,1.64,71.28,29.84,55.75,62.98
TR-004,2026-09-17T20:00:00,33.17,209.41,64.82,78.34,85.69,1.67,67.32,29.05,57.67,61.07
TR-004,2026-09-17T21:00:00,32.7,211.83,65.57,79.87,86.4,1.71,68.51,28.42,57.97,60.34
TR-004,2026-09-17T22:00:00,33.21,214.93,64.34,77.92,85.5,1.58,67.91,27.27,63.87,62.69
TR-004,2026-09-17T23:00:00,32.86,191.81,61.28,74.22,86.02,1.81,61.02,24.75,64.23,61.74
TR-004,2026-09-18T00:00:00,33.17,172.18,58.88,72.25,86.2,1.57,56.73,23.68,66.84,64.9
TR-004,2026-09-18T01:00:00,32.7,185.6,61.81,74.7,85.91,1.71,60.05,24.74,66.21,63.51
TR-004,2026-09-18T02:00:00,33.18,187.79,61.41,75.4,85.72,1.63,61.19,23.54,65.75,62.71
TR-004,2026-09-18T03:00:00,33.42,184.12,60.51,72.97,86.17,1.81,58.27,24.2,66.06,61.79
TR-004,2026-09-18T04:00:00,32.73,192.58,61.83,75.36,85.78,1.66,62.99,23.85,64.7,64.95
TR-004,2026-09-18T05:00:00,32.84,195.81,62.66,76.84,86.1,1.81,63.93,25.77,64.95,63.39
TR-004,2026-09-18T06:00:00,33.41,210.02,64.77,78.56,85.8,1.78,68.03,27.73,59.54,64.99
TR-004,2026-09-18T07:00:00,32.37,196.56,63.55,76.75,85.4,1.78,64.86,27.44,62.7,63.68
TR-004,2026-09-18T08:00:00,32.99,202.49,65.11,79.83,85.56,1.82,65.83,27.43,60.34,66.37
TR-004,2026-09-18T09:00:00,32.41,230.64,67.12,81.24,85.91,1.9,73.51,27.38,63.4,63.74
TR-004,2026-09-18T10:00:00,32.67,229.97,68.3,82.15,85.5,1.88,73.31,29.16,58.89,67.43
TR-004,2026-09-18T11:00:00,33.24,222.0,67.82,81.59,85.95,1.78,72.22,29.47,56.81,66.3
TR-004,2026-09-18T12:00:00,33.51,224.67,66.61,81.24,85.3,1.65,71.3,29.82,56.43,64.48
TR-004,2026-09-18T13:00:00,32.35,235.02,70.37,85.48,85.32,1.68,77.29,32.18,52.18,64.62
TR-004,2026-09-18T14:00:00,33.57,244.29,69.59,84.77,85.62,1.92,77.2,32.38,51.68,65.43
TR-004,2026-09-18T15:00:00,33.38,246.94,70.87,85.47,85.58,1.78,78.83,32.25,51.93,68.34
TR-004,2026-09-18T16:00:00,32.92,226.08,68.14,82.26,85.21,1.87,73.59,31.26,54.26,68.33
TR-004,2026-09-18T17:00:00,33.07,230.51,68.19,82.63,85.2,1.63,75.75,28.97,59.87,66.77
TR-004,2026-09-18T18:00:00,32.36,216.38,66.07,80.6,85.46,1.76,68.65,30.16,56.58,67.6
TR-004,2026-09-18T19:00:00,33.07,217.76,66.49,80.16,85.29,1.6,69.88,28.13,62.32,66.27
TR-004,2026-09-18T20:00:00,32.61,221.84,66.43,81.41,85.4,1.78,71.61,26.8,63.51,67.02
TR-004,2026-09-18T21:00:00,33.14,201.18,64.56,78.51,85.6,1.57,66.28,28.62,61.38,66.49
TR-004,2026-09-18T22:00:00,33.58,205.46,64.72,79.23,84.95,1.56,66.55,26.27,60.52,67.72
TR-004,2026-09-18T23:00:00,33.61,207.92,65.16,78.82,85.18,1.65,68.37,26.68,63.23,67.47
TR-004,2026-09-19T00:00:00,32.89,183.45,60.61,73.98,85.29,1.8,60.45,23.08,65.88,67.72
TR-004,2026-09-19T01:00:00,32.79,179.3,60.95,74.02,84.91,1.83,58.94,24.83,64.2,68.74
TR-004,2026-09-19T02:00:00,32.91,197.9,62.45,75.67,85.33,1.84,63.11,24.33,64.53,71.35
TR-004,2026-09-19T03:00:00,32.86,194.0,62.79,76.38,85.52,1.61,61.85,26.12,62.12,68.64
TR-004,2026-09-19T04:00:00,32.37,209.03,63.65,77.71,85.06,1.87,66.39,25.9,61.58,68.15
TR-004,2026-09-19T05:00:00,32.52,196.02,62.75,76.98,84.56,1.66,63.66,26.25,65.63,71.19
TR-004,2026-09-19T06:00:00,33.39,207.13,65.69,79.92,85.35,1.77,67.87,27.64,59.84,71.42
TR-004,2026-09-19T07:00:00,32.44,206.24,65.24,79.86,84.83,1.87,67.96,28.15,62.49,69.66
TR-004,2026-09-19T08:00:00,33.14,211.65,66.24,80.21,84.42,1.77,69.85,28.83,57.15,71.01
TR-004,2026-09-19T09:00:00,32.41,212.06,65.41,79.65,84.85,1.64,67.66,28.35,58.71,70.83
TR-004,2026-09-19T10:00:00,32.45,212.2,65.37,78.85,84.82,1.83,68.22,27.98,58.31,70.04
TR-004,2026-09-19T11:00:00,32.98,227.54,67.89,82.83,84.54,1.63,72.91,29.09,60.53,71.04
TR-004,2026-09-19T12:00:00,32.46,240.73,69.36,84.01,84.85,1.65,77.1,30.44,55.67,73.95
TR-004,2026-09-19T13:00:00,33.65,234.74,68.27,83.61,84.43,1.76,75.91,30.27,58.64,73.66
TR-004,2026-09-19T14:00:00,32.41,231.25,70.15,85.25,84.21,1.85,73.15,33.28,50.25,72.3
TR-004,2026-09-19T15:00:00,32.62,220.98,67.63,81.65,84.65,1.85,71.16,30.44,54.69,73.55
TR-004,2026-09-19T16:00:00,33.11,218.2,66.01,79.95,84.93,1.8,69.86,29.3,55.87,73.62
TR-004,2026-09-19T17:00:00,32.85,210.06,67.22,81.97,84.13,1.87,68.5,31.06,56.81,72.17
TR-004,2026-09-19T18:00:00,33.63,213.65,67.32,81.69,84.27,1.76,70.21,28.78,59.08,75.21
TR-004,2026-09-19T19:00:00,32.67,205.11,64.68,78.08,84.4,1.67,66.07,28.17,61.0,72.69
TR-004,2026-09-19T20:00:00,33.0,227.71,67.97,83.12,84.83,1.61,72.45,28.38,60.26,73.12
